fecha,X,Y,ETIQUETA_MES,year,month
5/1/2021,-90.986876,-0.958525,5,2021,5
10/3/2021,-90.986876,-0.958525,10,2021,10
10/26/2022,-90.986876,-0.958525,22,2022,10
2/23/2022,-90.986896,-0.958538,14,2022,2
11/8/2022,-90.986851,-0.958514,23,2022,11
1/31/2022,-90.986813,-0.958456,13,2022,1
4/8/2022,-90.986792,-0.958405,16,2022,4
3/26/2021,-90.986788,-0.958361,3,2021,3
7/16/2021,-90.986778,-0.958325,7,2021,7
10/1/2022,-90.986769,-0.958286,22,2022,10
2/2/2021,-90.986776,-0.958261,2,2021,2
1/22/2022,-90.986782,-0.958225,13,2022,1
4/3/2022,-90.986767,-0.958214,16,2022,4
4/17/2022,-90.986759,-0.95817,16,2022,4
5/13/2022,-90.986759,-0.958161,17,2022,5
11/8/2021,-90.986759,-0.958161,11,2021,11
1/15/2021,-90.986764,-0.958159,1,2021,1
12/22/2021,-90.986764,-0.958159,12,2021,12
4/14/2021,-90.98676,-0.958172,4,2021,4
1/20/2021,-90.986763,-0.958213,1,2021,1
2/14/2022,-90.986771,-0.958241,14,2022,2
8/15/2021,-90.986785,-0.958287,8,2021,8
5/20/2021,-90.986807,-0.958318,5,2021,5
1/1/2021,-90.986806,-0.958323,1,2021,1
8/26/2022,-90.986807,-0.958347,20,2022,8
8/15/2021,-90.986816,-0.958368,8,2021,8
10/7/2021,-90.986816,-0.95837,10,2021,10
10/23/2021,-90.986816,-0.958381,10,2021,10
4/16/2022,-90.986828,-0.958434,16,2022,4
2/1/2021,-90.986859,-0.95846,2,2021,2
5/24/2022,-90.986886,-0.958497,17,2022,5
5/29/2021,-90.98693,-0.958513,5,2021,5
8/12/2021,-90.986966,-0.958545,8,2021,8
9/26/2022,-90.986993,-0.958585,21,2022,9
12/23/2022,-90.987015,-0.95863,24,2022,12
9/22/2022,-90.987051,-0.958655,21,2022,9
1/26/2021,-90.987074,-0.958691,1,2021,1
8/19/2021,-90.987088,-0.958743,8,2021,8
9/25/2021,-90.987105,-0.958782,9,2021,9
11/2/2021,-90.987121,-0.958833,11,2021,11
4/17/2021,-90.987146,-0.958879,4,2021,4
8/10/2021,-90.987179,-0.958918,8,2021,8
5/23/2022,-90.987214,-0.958936,17,2022,5
2/14/2021,-90.987242,-0.958927,2,2021,2
8/28/2022,-90.987272,-0.958892,20,2022,8
8/6/2022,-90.987303,-0.958863,20,2022,8
2/6/2021,-90.987328,-0.958834,2,2021,2
6/15/2022,-90.987373,-0.958804,18,2022,6
6/25/2021,-90.987416,-0.958775,6,2021,6
6/6/2021,-90.987467,-0.958736,6,2021,6
5/10/2021,-90.987489,-0.958688,5,2021,5
7/8/2021,-90.987472,-0.958649,7,2021,7
1/23/2022,-90.987444,-0.958617,13,2022,1
12/29/2021,-90.987425,-0.958574,12,2021,12
10/24/2022,-90.98742,-0.95853,22,2022,10
1/5/2021,-90.987435,-0.95849,1,2021,1
4/20/2022,-90.987439,-0.95845,16,2022,4
8/4/2022,-90.987414,-0.958411,20,2022,8
3/28/2022,-90.98744,-0.958365,15,2022,3
9/24/2021,-90.987484,-0.958331,9,2021,9
1/3/2021,-90.987502,-0.958281,1,2021,1
8/8/2022,-90.987513,-0.958227,20,2022,8
11/11/2022,-90.987493,-0.958193,23,2022,11
1/9/2022,-90.98745,-0.958153,13,2022,1
5/16/2022,-90.987405,-0.958124,17,2022,5
5/15/2021,-90.987366,-0.958086,5,2021,5
11/13/2021,-90.987321,-0.95805,11,2021,11
8/25/2022,-90.987283,-0.958004,20,2022,8
11/10/2021,-90.987242,-0.957966,11,2021,11
11/5/2022,-90.987237,-0.957911,23,2022,11
12/16/2022,-90.987221,-0.95788,24,2022,12
12/10/2022,-90.987199,-0.95785,24,2022,12
5/22/2021,-90.987155,-0.957827,5,2021,5
9/24/2021,-90.987112,-0.957797,9,2021,9
8/27/2021,-90.987083,-0.957763,8,2021,8
6/26/2021,-90.987066,-0.957732,6,2021,6
7/22/2021,-90.987037,-0.957691,7,2021,7
9/23/2021,-90.987005,-0.957645,9,2021,9
9/30/2021,-90.98697,-0.9576,9,2021,9
10/16/2021,-90.98694,-0.957543,10,2021,10
8/2/2022,-90.986913,-0.957489,20,2022,8
12/3/2021,-90.986905,-0.957438,12,2021,12
4/8/2022,-90.986912,-0.957429,16,2022,4
8/25/2022,-90.986912,-0.957429,20,2022,8
9/18/2022,-90.986912,-0.957429,21,2022,9
3/17/2022,-90.98691,-0.957428,15,2022,3
8/20/2022,-90.98691,-0.957428,20,2022,8
10/14/2022,-90.98691,-0.957428,22,2022,10
5/22/2022,-90.986911,-0.957427,17,2022,5
3/7/2022,-90.986912,-0.95743,15,2022,3
12/23/2022,-90.986909,-0.957435,24,2022,12
3/30/2021,-90.986885,-0.957421,3,2021,3
6/2/2021,-90.986866,-0.957375,6,2021,6
8/1/2021,-90.986849,-0.957328,8,2021,8
12/2/2022,-90.986816,-0.957288,24,2022,12
12/26/2022,-90.98679,-0.95724,24,2022,12
8/28/2021,-90.98677,-0.957205,8,2021,8
7/21/2021,-90.986757,-0.957175,7,2021,7
2/27/2021,-90.986726,-0.957128,2,2021,2
10/16/2021,-90.986706,-0.957075,10,2021,10
11/7/2021,-90.986685,-0.957027,11,2021,11
5/26/2022,-90.986653,-0.956984,17,2022,5
9/9/2021,-90.986612,-0.956937,9,2021,9
12/10/2021,-90.986562,-0.956904,12,2021,12
7/8/2022,-90.98651,-0.956877,19,2022,7
10/12/2022,-90.986459,-0.956844,22,2022,10
12/6/2022,-90.986415,-0.956808,24,2022,12
4/12/2021,-90.986375,-0.956762,4,2021,4
4/3/2022,-90.986334,-0.956724,16,2022,4
4/26/2021,-90.986298,-0.956687,4,2021,4
7/15/2021,-90.986251,-0.956652,7,2021,7
7/25/2021,-90.986198,-0.956627,7,2021,7
12/13/2022,-90.986147,-0.956599,24,2022,12
3/27/2021,-90.986086,-0.956583,3,2021,3
9/13/2021,-90.986036,-0.956558,9,2021,9
6/22/2021,-90.985987,-0.956544,6,2021,6
10/29/2021,-90.985966,-0.956552,10,2021,10
12/17/2022,-90.985962,-0.956545,24,2022,12
6/7/2021,-90.985916,-0.956509,6,2021,6
9/5/2022,-90.985872,-0.956479,21,2022,9
3/25/2021,-90.985826,-0.956442,3,2021,3
1/30/2022,-90.985776,-0.956419,13,2022,1
7/31/2022,-90.985742,-0.956403,19,2022,7
6/26/2022,-90.985734,-0.956431,18,2022,6
6/8/2021,-90.985689,-0.956458,6,2021,6
10/4/2021,-90.98564,-0.95648,10,2021,10
8/30/2022,-90.985592,-0.956471,20,2022,8
9/19/2022,-90.985558,-0.956458,21,2022,9
10/28/2022,-90.985558,-0.956458,22,2022,10
8/29/2022,-90.985523,-0.956444,20,2022,8
10/8/2022,-90.985473,-0.956429,22,2022,10
2/17/2021,-90.985421,-0.95642,2,2021,2
11/8/2022,-90.985374,-0.956397,23,2022,11
11/13/2021,-90.985329,-0.956384,11,2021,11
8/28/2022,-90.985281,-0.956375,20,2022,8
11/9/2022,-90.985234,-0.956362,23,2022,11
1/13/2022,-90.98518,-0.956351,13,2022,1
4/18/2021,-90.985129,-0.956333,4,2021,4
6/29/2021,-90.985081,-0.956323,6,2021,6
2/12/2022,-90.98503,-0.956308,14,2022,2
7/9/2022,-90.984974,-0.9563,19,2022,7
2/18/2021,-90.98492,-0.956294,2,2021,2
1/11/2022,-90.984866,-0.956294,13,2022,1
2/26/2021,-90.984812,-0.956277,2,2021,2
9/26/2022,-90.98477,-0.956269,21,2022,9
4/17/2021,-90.984729,-0.95627,4,2021,4
10/20/2021,-90.984676,-0.956271,10,2021,10
11/23/2021,-90.984618,-0.956269,11,2021,11
11/19/2022,-90.984562,-0.956266,23,2022,11
9/10/2022,-90.98452,-0.956269,21,2022,9
3/18/2021,-90.98446,-0.956264,3,2021,3
7/16/2022,-90.984404,-0.956257,19,2022,7
6/27/2022,-90.984355,-0.956255,18,2022,6
5/16/2022,-90.984304,-0.956241,17,2022,5
3/1/2022,-90.984246,-0.95624,15,2022,3
5/1/2021,-90.984187,-0.956241,5,2021,5
5/15/2021,-90.984134,-0.956245,5,2021,5
10/16/2021,-90.984086,-0.956234,10,2021,10
10/6/2022,-90.984033,-0.956232,22,2022,10
2/20/2022,-90.983982,-0.956235,14,2022,2
7/23/2022,-90.983926,-0.956243,19,2022,7
2/28/2022,-90.983875,-0.956237,14,2022,2
3/17/2021,-90.983845,-0.956245,3,2021,3
3/11/2021,-90.983793,-0.956242,3,2021,3
3/10/2022,-90.98374,-0.956239,15,2022,3
4/29/2021,-90.983687,-0.956238,4,2021,4
12/17/2021,-90.983635,-0.95624,12,2021,12
8/10/2021,-90.983579,-0.956244,8,2021,8
5/20/2021,-90.983525,-0.956243,5,2021,5
2/16/2022,-90.983471,-0.956245,14,2022,2
7/17/2021,-90.983421,-0.956244,7,2021,7
5/15/2022,-90.983365,-0.956248,17,2022,5
1/17/2022,-90.983313,-0.956251,13,2022,1
11/6/2021,-90.98326,-0.956239,11,2021,11
3/2/2022,-90.983206,-0.956248,15,2022,3
10/24/2021,-90.983158,-0.956245,10,2021,10
7/25/2022,-90.983104,-0.956224,19,2022,7
5/14/2021,-90.98306,-0.956229,5,2021,5
3/30/2022,-90.983007,-0.95622,15,2022,3
6/21/2021,-90.982958,-0.956224,6,2021,6
1/16/2021,-90.982913,-0.956232,1,2021,1
1/15/2022,-90.982862,-0.956246,13,2022,1
8/23/2022,-90.982818,-0.956249,20,2022,8
9/10/2022,-90.982764,-0.95624,21,2022,9
9/1/2022,-90.982714,-0.956244,21,2022,9
2/5/2022,-90.982661,-0.956252,14,2022,2
3/29/2021,-90.982613,-0.956254,3,2021,3
5/16/2022,-90.982566,-0.956254,17,2022,5
6/12/2022,-90.982535,-0.956251,18,2022,6
7/30/2022,-90.982535,-0.956251,19,2022,7
10/27/2021,-90.982527,-0.956251,10,2021,10
3/27/2022,-90.982485,-0.956254,15,2022,3
11/12/2021,-90.982434,-0.956259,11,2021,11
5/10/2021,-90.982386,-0.956259,5,2021,5
10/13/2021,-90.98234,-0.956267,10,2021,10
11/11/2022,-90.982302,-0.956273,23,2022,11
11/28/2022,-90.982256,-0.956269,23,2022,11
8/5/2022,-90.982214,-0.956273,20,2022,8
5/24/2022,-90.982163,-0.956278,17,2022,5
5/7/2022,-90.982114,-0.956292,17,2022,5
5/6/2021,-90.982063,-0.956307,5,2021,5
11/7/2021,-90.982019,-0.956305,11,2021,11
2/2/2022,-90.98197,-0.956306,14,2022,2
4/23/2021,-90.981919,-0.956309,4,2021,4
11/19/2022,-90.981874,-0.956312,23,2022,11
9/27/2022,-90.981836,-0.956313,21,2022,9
1/25/2021,-90.981836,-0.956313,1,2021,1
12/22/2021,-90.981836,-0.956313,12,2021,12
2/15/2021,-90.981836,-0.956313,2,2021,2
5/31/2021,-90.981836,-0.956313,5,2021,5
5/12/2021,-90.98183,-0.956316,5,2021,5
5/26/2021,-90.981787,-0.956322,5,2021,5
11/24/2021,-90.981735,-0.95633,11,2021,11
2/3/2021,-90.981689,-0.956334,2,2021,2
10/25/2021,-90.981647,-0.956338,10,2021,10
12/6/2021,-90.981601,-0.956353,12,2021,12
8/15/2021,-90.981559,-0.956367,8,2021,8
8/28/2021,-90.981511,-0.956373,8,2021,8
5/29/2022,-90.981458,-0.95637,17,2022,5
9/23/2021,-90.98141,-0.956378,9,2021,9
2/6/2022,-90.981362,-0.956387,14,2022,2
8/26/2022,-90.981315,-0.956393,20,2022,8
2/22/2022,-90.98127,-0.956405,14,2022,2
11/22/2022,-90.981225,-0.956412,23,2022,11
1/30/2021,-90.981204,-0.956414,1,2021,1
3/11/2021,-90.981205,-0.956417,3,2021,3
1/3/2021,-90.981205,-0.956417,1,2021,1
4/1/2021,-90.981205,-0.956417,4,2021,4
3/19/2022,-90.981183,-0.956419,15,2022,3
6/8/2021,-90.981136,-0.956425,6,2021,6
4/28/2021,-90.981091,-0.95643,4,2021,4
1/19/2022,-90.981043,-0.956439,13,2022,1
2/20/2022,-90.981001,-0.956454,14,2022,2
7/28/2021,-90.980949,-0.956474,7,2021,7
12/8/2021,-90.980896,-0.956474,12,2021,12
1/3/2021,-90.980849,-0.956483,1,2021,1
6/13/2021,-90.980799,-0.956494,6,2021,6
5/27/2022,-90.980749,-0.956506,17,2022,5
6/23/2022,-90.980697,-0.956508,18,2022,6
8/5/2021,-90.980644,-0.956523,8,2021,8
10/5/2022,-90.980594,-0.956535,22,2022,10
10/3/2022,-90.980543,-0.956541,22,2022,10
1/19/2022,-90.980497,-0.956556,13,2022,1
3/27/2021,-90.980442,-0.956568,3,2021,3
8/3/2022,-90.980392,-0.956587,20,2022,8
2/12/2021,-90.98034,-0.956598,2,2021,2
9/1/2022,-90.980294,-0.956604,21,2022,9
3/31/2022,-90.980252,-0.956615,15,2022,3
9/10/2021,-90.980208,-0.95663,9,2021,9
8/20/2022,-90.980158,-0.956641,20,2022,8
8/20/2021,-90.980112,-0.956655,8,2021,8
6/8/2022,-90.980065,-0.956676,18,2022,6
8/18/2022,-90.980024,-0.956697,20,2022,8
5/14/2021,-90.979972,-0.95671,5,2021,5
5/29/2022,-90.979926,-0.956721,17,2022,5
3/25/2022,-90.979871,-0.956734,15,2022,3
3/8/2021,-90.979826,-0.956756,3,2021,3
12/29/2021,-90.97978,-0.956768,12,2021,12
1/1/2022,-90.979727,-0.956788,13,2022,1
7/27/2022,-90.979677,-0.956797,19,2022,7
1/3/2022,-90.979634,-0.956822,13,2022,1
9/20/2021,-90.979589,-0.956837,9,2021,9
7/8/2021,-90.979542,-0.956844,7,2021,7
12/31/2021,-90.979509,-0.956818,12,2021,12
4/26/2021,-90.979491,-0.956816,4,2021,4
7/10/2021,-90.97947,-0.956824,7,2021,7
12/4/2021,-90.979424,-0.956847,12,2021,12
7/22/2022,-90.97937,-0.956866,19,2022,7
7/2/2021,-90.979319,-0.956888,7,2021,7
5/8/2022,-90.979268,-0.956911,17,2022,5
12/1/2022,-90.979217,-0.956934,24,2022,12
5/21/2022,-90.979165,-0.956956,17,2022,5
5/31/2021,-90.979116,-0.956973,5,2021,5
7/30/2022,-90.97908,-0.956993,19,2022,7
4/10/2021,-90.979085,-0.956979,4,2021,4
3/7/2022,-90.979079,-0.956982,15,2022,3
1/10/2022,-90.979031,-0.956994,13,2022,1
10/14/2021,-90.978976,-0.956993,10,2021,10
5/1/2022,-90.978926,-0.956983,17,2022,5
9/22/2021,-90.978876,-0.956972,9,2021,9
3/6/2021,-90.978831,-0.956957,3,2021,3
11/4/2021,-90.978779,-0.956948,11,2021,11
7/22/2021,-90.978729,-0.956936,7,2021,7
1/19/2021,-90.9787,-0.956921,1,2021,1
6/12/2021,-90.9787,-0.956921,6,2021,6
11/17/2022,-90.9787,-0.956921,23,2022,11
7/11/2022,-90.9787,-0.956921,19,2022,7
3/9/2022,-90.9787,-0.956921,15,2022,3
11/15/2021,-90.978681,-0.956924,11,2021,11
5/13/2022,-90.978639,-0.956935,17,2022,5
6/2/2021,-90.978578,-0.956943,6,2021,6
5/29/2022,-90.978529,-0.956958,17,2022,5
7/17/2021,-90.978482,-0.956969,7,2021,7
12/16/2022,-90.978427,-0.956985,24,2022,12
11/17/2021,-90.978374,-0.957008,11,2021,11
11/16/2021,-90.97831,-0.957029,11,2021,11
6/30/2021,-90.97825,-0.95705,6,2021,6
9/9/2021,-90.978203,-0.957068,9,2021,9
6/23/2022,-90.97816,-0.957097,18,2022,6
10/25/2021,-90.978111,-0.957126,10,2021,10
6/18/2022,-90.97807,-0.957139,18,2022,6
5/6/2021,-90.978047,-0.957164,5,2021,5
11/9/2022,-90.978006,-0.957209,23,2022,11
4/11/2022,-90.977967,-0.95725,16,2022,4
11/8/2022,-90.977925,-0.957281,23,2022,11
5/22/2021,-90.977872,-0.95732,5,2021,5
1/1/2021,-90.977819,-0.957364,1,2021,1
3/24/2022,-90.977764,-0.957403,15,2022,3
10/16/2022,-90.97772,-0.957436,22,2022,10
8/4/2022,-90.977672,-0.957465,20,2022,8
3/12/2021,-90.977653,-0.957485,3,2021,3
5/10/2022,-90.977628,-0.957488,17,2022,5
3/28/2022,-90.977577,-0.957515,15,2022,3
4/24/2022,-90.97753,-0.957531,16,2022,4
8/29/2022,-90.977481,-0.957554,20,2022,8
4/5/2021,-90.977424,-0.957573,4,2021,4
11/18/2021,-90.977374,-0.957591,11,2021,11
9/9/2022,-90.977325,-0.957614,21,2022,9
4/17/2021,-90.977268,-0.957619,4,2021,4
3/21/2022,-90.977214,-0.957623,15,2022,3
1/7/2021,-90.977159,-0.957623,1,2021,1
10/6/2022,-90.977111,-0.957616,22,2022,10
10/28/2021,-90.977064,-0.957595,10,2021,10
5/21/2021,-90.977011,-0.957579,5,2021,5
10/12/2021,-90.976958,-0.957552,10,2021,10
1/16/2021,-90.976909,-0.957524,1,2021,1
4/24/2022,-90.976869,-0.957497,16,2022,4
5/31/2022,-90.976822,-0.95746,17,2022,5
4/9/2021,-90.976779,-0.957433,4,2021,4
5/10/2021,-90.976737,-0.957395,5,2021,5
3/8/2022,-90.976693,-0.957365,15,2022,3
9/24/2021,-90.976655,-0.957332,9,2021,9
3/4/2021,-90.976616,-0.957296,3,2021,3
9/7/2021,-90.976573,-0.957261,9,2021,9
9/16/2022,-90.976528,-0.957226,21,2022,9
4/30/2021,-90.976495,-0.957192,4,2021,4
1/29/2021,-90.976443,-0.957138,1,2021,1
5/22/2022,-90.976399,-0.957097,17,2022,5
4/4/2022,-90.976354,-0.957074,16,2022,4
5/4/2022,-90.976333,-0.957076,17,2022,5
6/15/2022,-90.976286,-0.957076,18,2022,6
3/30/2022,-90.976245,-0.957072,15,2022,3
11/17/2022,-90.9762,-0.957075,23,2022,11
6/6/2022,-90.976147,-0.957084,18,2022,6
8/28/2021,-90.976101,-0.957077,8,2021,8
12/22/2021,-90.976047,-0.957054,12,2021,12
3/10/2021,-90.976004,-0.957024,3,2021,3
8/31/2021,-90.975971,-0.956988,8,2021,8
4/1/2022,-90.975946,-0.956948,16,2022,4
10/15/2021,-90.975915,-0.956902,10,2021,10
8/7/2021,-90.975877,-0.956851,8,2021,8
8/19/2021,-90.975854,-0.956807,8,2021,8
6/17/2022,-90.975811,-0.956758,18,2022,6
11/13/2022,-90.975763,-0.95671,23,2022,11
5/7/2022,-90.97572,-0.956668,17,2022,5
2/28/2021,-90.975687,-0.956625,2,2021,2
8/8/2021,-90.975651,-0.95659,8,2021,8
5/28/2022,-90.975613,-0.95655,17,2022,5
12/24/2021,-90.975572,-0.956515,12,2021,12
2/19/2022,-90.975527,-0.956485,14,2022,2
1/19/2022,-90.975479,-0.956453,13,2022,1
11/17/2021,-90.975429,-0.956425,11,2021,11
10/26/2022,-90.975388,-0.956394,22,2022,10
6/4/2021,-90.975352,-0.956367,6,2021,6
3/8/2022,-90.9753,-0.956357,15,2022,3
1/20/2022,-90.975252,-0.956372,13,2022,1
3/18/2021,-90.975205,-0.956405,3,2021,3
5/12/2021,-90.97516,-0.956428,5,2021,5
7/9/2022,-90.975118,-0.956457,19,2022,7
4/18/2022,-90.975079,-0.956492,16,2022,4
3/9/2021,-90.975021,-0.956519,3,2021,3
3/12/2022,-90.974964,-0.95654,15,2022,3
4/26/2022,-90.97491,-0.956541,16,2022,4
10/13/2022,-90.97487,-0.956541,22,2022,10
8/1/2022,-90.974843,-0.956548,20,2022,8
3/31/2022,-90.974843,-0.956548,15,2022,3
8/7/2021,-90.974843,-0.956548,8,2021,8
1/17/2021,-90.974841,-0.956545,1,2021,1
3/29/2021,-90.974841,-0.956545,3,2021,3
11/30/2022,-90.974816,-0.956549,23,2022,11
9/24/2021,-90.974763,-0.956553,9,2021,9
11/22/2022,-90.974701,-0.956545,23,2022,11
8/8/2021,-90.974651,-0.956529,8,2021,8
3/29/2021,-90.974592,-0.95651,3,2021,3
11/23/2022,-90.974544,-0.956477,23,2022,11
5/6/2021,-90.974505,-0.956448,5,2021,5
4/27/2022,-90.97446,-0.956418,16,2022,4
3/29/2022,-90.974417,-0.956382,15,2022,3
11/13/2021,-90.974371,-0.956355,11,2021,11
8/1/2021,-90.974331,-0.956339,8,2021,8
7/23/2022,-90.974308,-0.956329,19,2022,7
10/18/2021,-90.974286,-0.956325,10,2021,10
2/9/2021,-90.974268,-0.956335,2,2021,2
10/16/2021,-90.974226,-0.956347,10,2021,10
9/11/2021,-90.974174,-0.956352,9,2021,9
12/20/2022,-90.974124,-0.956358,24,2022,12
6/14/2022,-90.974067,-0.956372,18,2022,6
3/10/2022,-90.974009,-0.956381,15,2022,3
5/30/2021,-90.973955,-0.956398,5,2021,5
3/18/2022,-90.973905,-0.956403,15,2022,3
11/3/2021,-90.973846,-0.956411,11,2021,11
7/24/2021,-90.973795,-0.956407,7,2021,7
6/15/2021,-90.973748,-0.956396,6,2021,6
6/17/2021,-90.973697,-0.956389,6,2021,6
6/13/2021,-90.973642,-0.956373,6,2021,6
5/11/2022,-90.973588,-0.956358,17,2022,5
2/10/2022,-90.973536,-0.956343,14,2022,2
8/25/2021,-90.973481,-0.956326,8,2021,8
1/23/2021,-90.973431,-0.956308,1,2021,1
8/7/2021,-90.973383,-0.956291,8,2021,8
1/2/2021,-90.973329,-0.956276,1,2021,1
7/31/2022,-90.97328,-0.956258,19,2022,7
11/6/2021,-90.973225,-0.956236,11,2021,11
5/27/2021,-90.973173,-0.956218,5,2021,5
8/7/2022,-90.973119,-0.9562,20,2022,8
12/30/2022,-90.973069,-0.95619,24,2022,12
1/16/2022,-90.973017,-0.956181,13,2022,1
10/12/2022,-90.972963,-0.956171,22,2022,10
3/22/2021,-90.972914,-0.956163,3,2021,3
2/2/2021,-90.972859,-0.956153,2,2021,2
10/27/2021,-90.972802,-0.956141,10,2021,10
12/29/2022,-90.972745,-0.956136,24,2022,12
10/27/2022,-90.972692,-0.95613,22,2022,10
8/12/2021,-90.972632,-0.956127,8,2021,8
5/3/2022,-90.972576,-0.95612,17,2022,5
9/12/2022,-90.97252,-0.956127,21,2022,9
4/12/2022,-90.972465,-0.956123,16,2022,4
9/12/2022,-90.972414,-0.95612,21,2022,9
3/13/2021,-90.972364,-0.956121,3,2021,3
12/13/2021,-90.972311,-0.956134,12,2021,12
5/2/2022,-90.972252,-0.95613,17,2022,5
4/3/2022,-90.972197,-0.956131,16,2022,4
6/13/2022,-90.972137,-0.956136,18,2022,6
5/18/2022,-90.972098,-0.956141,17,2022,5
3/4/2021,-90.972098,-0.956141,3,2021,3
7/22/2022,-90.972098,-0.956141,19,2022,7
1/5/2021,-90.972098,-0.956141,1,2021,1
2/21/2021,-90.972076,-0.956141,2,2021,2
8/10/2021,-90.972052,-0.956133,8,2021,8
5/3/2021,-90.97202,-0.956154,5,2021,5
10/27/2022,-90.971964,-0.956164,22,2022,10
3/31/2022,-90.971909,-0.956173,15,2022,3
8/7/2021,-90.971854,-0.956179,8,2021,8
9/15/2021,-90.971796,-0.956188,9,2021,9
1/28/2021,-90.971743,-0.956186,1,2021,1
10/12/2021,-90.971706,-0.95619,10,2021,10
4/16/2021,-90.971662,-0.956186,4,2021,4
9/24/2022,-90.971607,-0.956185,21,2022,9
5/9/2022,-90.971551,-0.956192,17,2022,5
2/8/2021,-90.9715,-0.956198,2,2021,2
8/12/2021,-90.971447,-0.956196,8,2021,8
9/15/2021,-90.971398,-0.956205,9,2021,9
8/28/2022,-90.971372,-0.956229,20,2022,8
6/1/2022,-90.971366,-0.956267,18,2022,6
7/29/2022,-90.971365,-0.956268,19,2022,7
8/16/2022,-90.971365,-0.956268,20,2022,8
12/13/2021,-90.971365,-0.956268,12,2021,12
10/8/2022,-90.971365,-0.956268,22,2022,10
2/18/2022,-90.971365,-0.956268,14,2022,2
4/17/2022,-90.971365,-0.956268,16,2022,4
4/29/2021,-90.971365,-0.956268,4,2021,4
8/12/2021,-90.971365,-0.956268,8,2021,8
12/27/2021,-90.971364,-0.956267,12,2021,12
2/12/2022,-90.971364,-0.956267,14,2022,2
9/21/2022,-90.971364,-0.956267,21,2022,9
7/26/2022,-90.971364,-0.956267,19,2022,7
4/15/2022,-90.971364,-0.956267,16,2022,4
2/25/2021,-90.971364,-0.956267,2,2021,2
8/20/2021,-90.971364,-0.956267,8,2021,8
11/1/2021,-90.971364,-0.956267,11,2021,11
3/19/2021,-90.971365,-0.956267,3,2021,3
7/17/2021,-90.971365,-0.956267,7,2021,7
1/25/2022,-90.971366,-0.956269,13,2022,1
7/22/2022,-90.971321,-0.956274,19,2022,7
11/29/2021,-90.97127,-0.956263,11,2021,11
2/19/2022,-90.971215,-0.956248,14,2022,2
7/27/2021,-90.971159,-0.956239,7,2021,7
7/22/2021,-90.971102,-0.956236,7,2021,7
9/14/2022,-90.971094,-0.956236,21,2022,9
12/20/2022,-90.971082,-0.95624,24,2022,12
2/28/2021,-90.971025,-0.956253,2,2021,2
5/13/2021,-90.970966,-0.956267,5,2021,5
9/14/2022,-90.970912,-0.956276,21,2022,9
10/11/2021,-90.970857,-0.956284,10,2021,10
3/18/2021,-90.970807,-0.956297,3,2021,3
1/1/2021,-90.970748,-0.956297,1,2021,1
3/11/2021,-90.970692,-0.956298,3,2021,3
10/14/2022,-90.970636,-0.956307,22,2022,10
7/7/2021,-90.970582,-0.956322,7,2021,7
4/3/2021,-90.970532,-0.95634,4,2021,4
2/14/2022,-90.970475,-0.956345,14,2022,2
7/7/2021,-90.97042,-0.95636,7,2021,7
5/28/2022,-90.970362,-0.956376,17,2022,5
5/16/2021,-90.970296,-0.956382,5,2021,5
1/11/2021,-90.970236,-0.956394,1,2021,1
8/30/2021,-90.97018,-0.956405,8,2021,8
6/20/2022,-90.970124,-0.956421,18,2022,6
11/15/2021,-90.97007,-0.956434,11,2021,11
3/8/2021,-90.970013,-0.956447,3,2021,3
9/13/2021,-90.969957,-0.956457,9,2021,9
3/31/2021,-90.969893,-0.95647,3,2021,3
11/27/2022,-90.969837,-0.956478,23,2022,11
7/11/2022,-90.969779,-0.95648,19,2022,7
4/22/2022,-90.969722,-0.956496,16,2022,4
2/21/2022,-90.969672,-0.956505,14,2022,2
2/19/2022,-90.96962,-0.956512,14,2022,2
10/21/2022,-90.969564,-0.956527,22,2022,10
5/25/2022,-90.969506,-0.956532,17,2022,5
3/6/2021,-90.969454,-0.956545,3,2021,3
7/1/2022,-90.969435,-0.956549,19,2022,7
1/26/2022,-90.969398,-0.956549,13,2022,1
12/3/2021,-90.969336,-0.956568,12,2021,12
9/11/2021,-90.969284,-0.956566,9,2021,9
6/9/2021,-90.969248,-0.956564,6,2021,6
4/7/2022,-90.969191,-0.956569,16,2022,4
2/25/2022,-90.969138,-0.956586,14,2022,2
5/22/2022,-90.969088,-0.956608,17,2022,5
1/27/2021,-90.969056,-0.956615,1,2021,1
8/2/2022,-90.969004,-0.956625,20,2022,8
4/16/2022,-90.968948,-0.956633,16,2022,4
5/1/2022,-90.968888,-0.956647,17,2022,5
4/16/2021,-90.968825,-0.95667,4,2021,4
7/22/2021,-90.968763,-0.956679,7,2021,7
11/19/2022,-90.968705,-0.956685,23,2022,11
7/3/2022,-90.968653,-0.95668,19,2022,7
5/16/2022,-90.968596,-0.956685,17,2022,5
11/17/2021,-90.968567,-0.956681,11,2021,11
12/29/2022,-90.968518,-0.95671,24,2022,12
6/19/2022,-90.968507,-0.956707,18,2022,6
2/9/2022,-90.968504,-0.95671,14,2022,2
9/9/2021,-90.968463,-0.956711,9,2021,9
7/30/2022,-90.968412,-0.956732,19,2022,7
12/26/2021,-90.968359,-0.956743,12,2021,12
11/29/2022,-90.968308,-0.956756,23,2022,11
8/16/2021,-90.968259,-0.956767,8,2021,8
11/3/2022,-90.968209,-0.956767,23,2022,11
10/14/2021,-90.968193,-0.956768,10,2021,10
